"population_ID","species.updated","species","study_ID","reference_link","subset","trait","unit","mean","n","SD","comments","location","measurement_notes","pair_ID","sex","migratory","migratory.comments","feeding.type","feeding.type.comments","migratory.pop.level","feeding.type.pop.level","broader.comments","migratory.inc.vagrants.pop.level","migratory.inc.vagrants","species.updated.new","species.updated.rep","species.updated.new.rep","effectsize_ID","yi","vi","CV","sex.num","migratory.pop.level.num","feeding.type.pop.level.num","migratory.inc.vagrants.pop.level.num"
"296","Vanellus cinereus","Vanellus cinereus","Wakisaka et al. 2006","https://doi.org/10.2326/osj.5.133","R&E2013","wing length","mm",236.9,14,7.5,NA,"Ogura reclaimed land, Kyoto, Japan (34.9°N, 135.8°E)","wing length (unflattened)","342","male","fully migratory","some populations are resident year-round","non-aerial feeding","","fully migratory","non-aerial feeding","Vanellus cinereus should be classified as migrant as only very few populations are all year residents (in central Japan)","fully migratory","fully migratory","Vanellus cinereus","Vanellus cinereus","Vanellus cinereus",587,-3.41427355216094,0.0385331304408644,3.29002983730938,1,1,-1,1
"296","Vanellus cinereus","Vanellus cinereus","Wakisaka et al. 2006","https://doi.org/10.2326/osj.5.133","R&E2013","wing length","mm",235.5,12,4.6,NA,"Ogura reclaimed land, Kyoto, Japan (34.9°N, 135.8°E)","wing length (unflattened)","342","female","fully migratory","some populations are resident year-round","non-aerial feeding","","fully migratory","non-aerial feeding","Vanellus cinereus should be classified as migrant as only very few populations are all year residents (in central Japan)","fully migratory","fully migratory","Vanellus cinereus","Vanellus cinereus","Vanellus cinereus",588,-3.89020006450688,0.0454863399980849,2.04412560590081,-1,1,-1,1
"297","Vidua paradisaea","Vidua paradisaea","Barnard 1995","https://doi.org/10.1111/j.1095-8312.1995.tb01055.x","R&E2013","wing length","mm",78.1,102,1.42,NA,"central Namibi","flattened right wing chord","343","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Vidua paradisaea","Vidua paradisaea","Vidua paradisaea",589,-4.00238269018297,0.00495373601531276,1.82720503453782,-1,-1,-1,-1
"297","Vidua paradisaea","Vidua paradisaea","Barnard 1995","https://doi.org/10.1111/j.1095-8312.1995.tb01055.x","R&E2013","wing length","mm",82.17,112,1.5,NA,"central Namibi","flattened right wing chord","343","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Vidua paradisaea","Vidua paradisaea","Vidua paradisaea",590,-3.99882065933043,0.00450747985355198,1.83372520086755,1,-1,-1,-1
"298","Vidua regia","Vidua regia","Barnard 1995","https://doi.org/10.1111/j.1095-8312.1995.tb01055.x","R&E2013","wing length","mm",74.13,39,1.24,NA,"central Namibi","flattened right wing chord","344","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Vidua regia","Vidua regia","Vidua regia",591,-4.07755103431484,0.0131650692223563,1.69489221980208,1,-1,-1,-1
"298","Vidua regia","Vidua regia","Barnard 1995","https://doi.org/10.1111/j.1095-8312.1995.tb01055.x","R&E2013","wing length","mm",70.51,67,1.69,NA,"central Namibi","flattened right wing chord","344","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Vidua regia","Vidua regia","Vidua regia",592,-3.72345025722021,0.00758433184619271,2.41504985013147,-1,-1,-1,-1
"299","Volatinia jacarina","Volatinia jacarina","Carvalho et al. 2007","https://doi.org/10.1590/S1519-69842007000200012","R&E2013","wing length","mm",48.9,58,1.4,NA,"Fazenda Água Limpa (15° 57’ S and 47° 56’ W)","simply as wing lengths","345","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Volatinia jacarina","Volatinia jacarina","Volatinia jacarina",593,-3.54453323003505,0.00878606204358369,2.88821006609554,-1,-1,-1,-1
"299","Volatinia jacarina","Volatinia jacarina","Carvalho et al. 2007","https://doi.org/10.1590/S1519-69842007000200012","R&E2013","wing length","mm",51,88,1.8,NA,"Fazenda Água Limpa (15° 57’ S and 47° 56’ W)","simply as wing lengths","345","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Volatinia jacarina","Volatinia jacarina","Volatinia jacarina",594,-3.33829184138543,0.00576128183155984,3.54975413947357,1,-1,-1,-1
"300","Yuhina brunneiceps","Yuhina brunneiceps","Yuan et al. 2006","https://doi.org/10.1676/05-809.1","R&E2013","wing chord","mm",61.9,31,1.6,"AST: unflattened wing chord length also reported, but decided to only extract the flattened one","Highlands Experiment Farm at Meifeng, National Taiwan University, in central Taiwan (24°?05??N, 121°?10??E; 2,150-m elevation)","flattened wing chord length","346","female","non-migratory","categorized as altitude migrants by the iucn, which we do not consider to be equivalent to migratory","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Yuhina brunneiceps","Yuhina brunneiceps","Yuhina brunneiceps",595,-3.63884988377815,0.0166882191329044,2.62825545818743,-1,-1,-1,-1
"300","Yuhina brunneiceps","Yuhina brunneiceps","Yuan et al. 2006","https://doi.org/10.1676/05-809.1","R&E2013","wing chord","mm",63.5,26,1.6,"AST: unflattened wing chord length also reported, but decided to only extract the flattened one","Highlands Experiment Farm at Meifeng, National Taiwan University, in central Taiwan (24°?05??N, 121°?10??E; 2,150-m elevation)","flattened wing chord length","346","male","non-migratory","categorized as altitude migrants by the iucn, which we do not consider to be equivalent to migratory","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Yuhina brunneiceps","Yuhina brunneiceps","Yuhina brunneiceps",596,-3.66103627665291,0.0200244185103755,2.57058605361072,1,-1,-1,-1
"301","Zonotrichia leucophrys","Zonotrichia leucophrys oriantha","Laubach et al. 2015","https://doi.org/10.1642/AUK-15-9.1","new","wing chord","mm",79.1,29,2.1,NA,"free-living population of Mountain White-crowned Sparrows from 2006 to 2009 at the Rocky Mountain Biological Laboratory in Gothic (Colorado, USA).","simply as wing chord","347","male","partially migratory","some populations are resident year-round","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Zonotrichia leucophrys","Zonotrichia leucophrys","Zonotrichia leucophrys",597,-3.61091838718709,0.0178814474093855,2.70270142015473,1,-1,-1,-1
"301","Zonotrichia leucophrys","Zonotrichia leucophrys oriantha","Laubach et al. 2015","https://doi.org/10.1642/AUK-15-9.1","new","wing chord","mm",74.9,29,1.9,NA,"free-living population of Mountain White-crowned Sparrows from 2006 to 2009 at the Rocky Mountain Biological Laboratory in Gothic (Colorado, USA).","simply as wing chord","347","female","partially migratory","some populations are resident year-round","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Zonotrichia leucophrys","Zonotrichia leucophrys","Zonotrichia leucophrys",598,-3.65644286149364,0.0178793322576289,2.58242098312069,-1,-1,-1,-1
"302","Sterna hirundo","Sterna hirundo","Wendeln et al. 1997","https://www.zobodat.at/pdf/Vogelwarte_39_1997_0141-0148.pdf","R&E2013","wing length","mm",270.8,41,6.1,NA,"Banter See, Germany","","321","male","fully migratory","long distance migrant in most of distribution","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Sterna hirundo","Sterna hirundo","Sterna hirundo",599,-3.78059176985885,0.0125123759484946,2.28091896395785,1,1,1,1
"302","Sterna hirundo","Sterna hirundo","Wendeln et al. 1997","https://www.zobodat.at/pdf/Vogelwarte_39_1997_0141-0148.pdf","R&E2013","wing length","mm",270.2,45,6.9,NA,"Banter See, Germany","","321","female","fully migratory","long distance migrant in most of distribution","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Sterna hirundo","Sterna hirundo","Sterna hirundo",600,-3.65627737755925,0.0113781279182651,2.58284836766689,-1,1,1,1
"303","Hippolais icterina","Hippolais icterina","Dorsch 2003","https://www.zobodat.at/publikation_articles.php?id=317990","R&E2013","wing length","mm",77.5,40,1.62,NA,NA,NA,"181","female","fully migratory","","partially aerial feeding","aerial and non-aerial","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Hippolais icterina","Hippolais icterina","Hippolais icterina",601,-3.8550312742945,0.0128314364417407,2.11729411309657,-1,1,-1,1
"303","Hippolais icterina","Hippolais icterina","Dorsch 2003","https://www.zobodat.at/publikation_articles.php?id=317990","R&E2013","wing length","mm",79.4,39,1.7,NA,NA,NA,"181","male","fully migratory","","partially aerial feeding","aerial and non-aerial","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Hippolais icterina","Hippolais icterina","Hippolais icterina",602,-3.83071222245408,0.0131696489139675,2.16941590590394,1,1,-1,1
"304","Nectarinia famosa","Nectarinia famosa","de Swardt et al. 2003","https://www.academia.edu/8348774/An_analysis_of_biometric_data_of_the_Malachite_Sunbird_Nectarinia_famosa_from_five_regions_in_South_Africa","R&E2013","wing length","mm",81,143,2.5,NA,"Mpumalanga","","251","male","non-migratory","","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Nectarinia famosa","Nectarinia famosa","Nectarinia famosa",603,-3.47463729603772,0.00352778828985865,3.09730658398093,1,-1,-1,-1
"304","Nectarinia famosa","Nectarinia famosa","de Swardt et al. 2003","https://www.academia.edu/8348774/An_analysis_of_biometric_data_of_the_Malachite_Sunbird_Nectarinia_famosa_from_five_regions_in_South_Africa","R&E2013","wing length","mm",71.4,97,2.6,NA,"Mpumalanga","","251","female","non-migratory","","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Nectarinia famosa","Nectarinia famosa","Nectarinia famosa",604,-3.30757809098477,0.00522200364884179,3.66047197860917,-1,-1,-1,-1
"305","Nectarinia famosa","Nectarinia famosa","de Swardt et al. 2003","https://www.academia.edu/8348774/An_analysis_of_biometric_data_of_the_Malachite_Sunbird_Nectarinia_famosa_from_five_regions_in_South_Africa","R&E2013","wing length","mm",72.2,72,2.8,NA,"KwaZulu-Natal","","252","female","non-migratory","","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Nectarinia famosa","Nectarinia famosa","Nectarinia famosa",605,-3.2427783751965,0.00706314211331238,3.90552341246234,-1,-1,-1,-1
"305","Nectarinia famosa","Nectarinia famosa","de Swardt et al. 2003","https://www.academia.edu/8348774/An_analysis_of_biometric_data_of_the_Malachite_Sunbird_Nectarinia_famosa_from_five_regions_in_South_Africa","R&E2013","wing length","mm",79.7,104,3,NA,"KwaZulu-Natal","","252","male","non-migratory","","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Nectarinia famosa","Nectarinia famosa","Nectarinia famosa",606,-3.27480292819602,0.00486799255222344,3.78243226023657,1,-1,-1,-1
"306","Nectarinia famosa","Nectarinia famosa","de Swardt et al. 2003","https://www.academia.edu/8348774/An_analysis_of_biometric_data_of_the_Malachite_Sunbird_Nectarinia_famosa_from_five_regions_in_South_Africa","R&E2013","wing length","mm",71.8,127,2.6,NA,"Free State","","253","female","non-migratory","","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Nectarinia famosa","Nectarinia famosa","Nectarinia famosa",607,-3.31440477705849,0.00397857906397341,3.63556818742898,-1,-1,-1,-1
"306","Nectarinia famosa","Nectarinia famosa","de Swardt et al. 2003","https://www.academia.edu/8348774/An_analysis_of_biometric_data_of_the_Malachite_Sunbird_Nectarinia_famosa_from_five_regions_in_South_Africa","R&E2013","wing length","mm",80,368,3.4,NA,"Free State","","253","male","non-migratory","","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Nectarinia famosa","Nectarinia famosa","Nectarinia famosa",608,-3.1568888052316,0.00136730610820697,4.25579413679914,1,-1,-1,-1
"307","Nectarinia famosa","Nectarinia famosa","de Swardt et al. 2003","https://www.academia.edu/8348774/An_analysis_of_biometric_data_of_the_Malachite_Sunbird_Nectarinia_famosa_from_five_regions_in_South_Africa","R&E2013","wing length","mm",68.4,101,2.3,NA,"Eastern Cape","","254","female","non-migratory","","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Nectarinia famosa","Nectarinia famosa","Nectarinia famosa",609,-3.3874637016934,0.00501119494836526,3.37942806721728,-1,-1,-1,-1
"307","Nectarinia famosa","Nectarinia famosa","de Swardt et al. 2003","https://www.academia.edu/8348774/An_analysis_of_biometric_data_of_the_Malachite_Sunbird_Nectarinia_famosa_from_five_regions_in_South_Africa","R&E2013","wing length","mm",75.3,100,2.8,NA,"Eastern Cape","","254","male","non-migratory","","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Nectarinia famosa","Nectarinia famosa","Nectarinia famosa",610,-3.28681021257418,0.00506433199152362,3.73728709824448,1,-1,-1,-1
"308","Nectarinia famosa","Nectarinia famosa","de Swardt et al. 2003","https://www.academia.edu/8348774/An_analysis_of_biometric_data_of_the_Malachite_Sunbird_Nectarinia_famosa_from_five_regions_in_South_Africa","R&E2013","wing length","mm",68.3,97,2.9,NA,"Western Cape","","255","female","non-migratory","","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Nectarinia famosa","Nectarinia famosa","Nectarinia famosa",611,-3.15399069625098,0.00522691920158057,4.26814578156783,-1,-1,-1,-1
"308","Nectarinia famosa","Nectarinia famosa","de Swardt et al. 2003","https://www.academia.edu/8348774/An_analysis_of_biometric_data_of_the_Malachite_Sunbird_Nectarinia_famosa_from_five_regions_in_South_Africa","R&E2013","wing length","mm",75.5,152,3.1,NA,"Western Cape","","255","male","non-migratory","","partially aerial feeding","aerial and non-aerial","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Nectarinia famosa","Nectarinia famosa","Nectarinia famosa",612,-3.18941928648573,0.00332234966610421,4.11957869444314,1,-1,-1,-1
